key,ion,wave_vac,Ei,Ek,Aki,configuration,terms,Ji-Jk,type,references,note,wave_air,ion_tex,ion_tex_lambda,multiplet,line_ratio
Pa9,H I,9231.546,12.0875052,13.43055424,89050.0,3-9,,,E1,NIST,,9229.01318950036,H I,"H I$\,\lambda9232$",58,0.0088829185520362
[SIII]-9534,[S III],9533.715,0.103,1.404,0.0,3s23p2-3s23p2,3P-1D,2-2,M1,,,9531.1,$[$S III$]$,"$[$S III$]\,\lambda9534$",55,1.0
PaE,H I,9548.588,12.0875052,13.38596103,165060.0,3-8,,,E1,NIST,,9545.96934599338,H I,"H I$\,\lambda9549$",58,0.012771493212669682
[CI]-9827,[C I],9826.824,0.002,1.264,0.0,2s22p2-2s22p2,3P-1D,1-2,M1,OF96,,9824.13,$[$C I$]$,"$[$C I$]\,\lambda9827$",32,0.3354934667095299
[CI]-9853,[C I],9852.961,0.005,1.264,0.0,2s22p2-2s22p2,3P-1D,2-2,M1,OF96,,9850.26,$[$C I$]$,"$[$C I$]\,\lambda9853$",32,1.0
[SVIII]-9916,[S VIII],9915.718,0.0,1.25,0.0,2s22p5-2s22p5,2P0-2P0,3/2-1/2,M1,OF96,,9913.0,$[$S VIII$]$,"$[$S VIII$]\,\lambda9916$",0,0.0
HeI-10030,He I,10030.479,23.074,24.31,0.0,1s3d-1s7f,3D-3F0,,,OF96,,10027.73,He I,"He I$\,\lambda10030$",0,0.0
HeI-10034,He I,10033.91,23.074,24.31,0.0,1s3d-1s7f,1D-1F0,2-3,,O90,,10031.16,He I,"He I$\,\lambda10034$",0,0.0
PaD,H I,10052.123,12.0875052,13.32091817,335850.0,3-7,,,E1,NIST,,10049.367931363788,H I,"H I$\,\lambda10052$",58,0.019369343891402713
[SII]-10290,[S II],10289.549,1.842,3.046,0.0,3s23p3-3s23p3,2D0-2P0,4-4,M1,OF96,,10286.73,$[$S II$]$,"$[$S II$]\,\lambda10290$",56,0.7646153787617239
[SII]-10323,[S II],10323.319,1.845,3.046,0.0,3s23p3-3s23p3,2D0-2P0,6-4,M1,OF96,,10320.49,$[$S II$]$,"$[$S II$]\,\lambda10323$",56,1.0
[SII]-10339,[S II],10339.243,1.842,3.041,0.0,3s23p3-3s23p3,2D0-2P0,4-2,M1,O90,,10336.41,$[$S II$]$,"$[$S II$]\,\lambda10339$",56,0.7520458577959026
[FeXIII]-10750,[Fe XIII],10749.744,0.0,1.153,0.0,3s23p2-3s23p2,3P-3P,0-1,M1,,,10746.8,$[$Fe XIII$]$,"$[$Fe XIII$]\,\lambda10750$",0,0.0
HeI-10832,He I,10832.057,19.819614525,20.96421885051,10216000.0,1s2s-1s2p,3S-3P*,1-0,E1,NIST,,10829.090963161289,He I,"He I$\,\lambda10832$",13,1.0
HeI-10833,He I,10833.307,19.82,20.964,0.0,1s2s-1s2p,3S-3P0,1-2,,OF96,,10830.34,He I,"He I$\,\lambda10833$",13,1.0
PaG,H I,10941.082,12.0875052,13.22070389,778290.0,3-6,,,E1,NIST,,10938.085910175729,H I,"H I$\,\lambda10941$",58,0.0315893665158371
OI-11290,O I,11290.005,10.9888616,12.0870382,30900000.0,2s22p3(4S*)3p-2s22p3(4S*)3d,3P-3D*,2-3,E1,NIST,,11286.91425185982,O I,"O I$\,\lambda11290$",0,0.0
PaB,H I,12821.576,12.0875052,13.0545017,2200800.0,3-5,,,E1,NIST,,12818.069467120406,H I,"H I$\,\lambda12822$",58,0.05701357466063348
OI-13168,O I,13168.459,10.9888616,11.9303856,11900000.0,2s22p3(4S*)3p-2s22p3(4S*)4s,3P-3S*,2-1,E1,NIST,,13164.858242596272,O I,"O I$\,\lambda13168$",0,0.0
Br20,H I,15196.013,12.7485393,13.56443886,1178.4,4-20,,,E1,NIST,,15191.861198816358,H I,"H I$\,\lambda15196$",58,0.00039225113122171945
Br19,H I,15264.725,12.7485393,13.56076619,1528.9,4-19,,,E1,NIST,,15260.554517037723,H I,"H I$\,\lambda15265$",58,0.00045729638009049775
Br18,H I,15345.999,12.7485393,13.55646454,2012.8,4-18,,,E1,NIST,,15341.806419301045,H I,"H I$\,\lambda15346$",58,0.00053789592760181
Br17,H I,15443.156,12.7485393,13.55138166,2693.5,4-17,,,E1,NIST,,15438.937002357,H I,"H I$\,\lambda15443$",58,0.0006385746606334842
Br16,H I,15560.716,12.7485393,13.54531624,3671.4,4-16,,,E1,NIST,,15556.465036776433,H I,"H I$\,\lambda15561$",58,0.0007664027149321266
Br15,H I,15704.969,12.7485393,13.53799772,5110.6,4-15,,,E1,NIST,,15700.678811574362,H I,"H I$\,\lambda15705$",58,0.0009307126696832578
Br14,H I,15884.898,12.7485393,13.52905552,7287.9,4-14,,,E1,NIST,,15880.55888302523,H I,"H I$\,\lambda15885$",58,0.001146210407239819
Br13,H I,16113.731,12.7485393,13.51797128,10689.0,4-13,,,E1,NIST,,16109.329652254162,H I,"H I$\,\lambda16114$",58,0.001434389140271493
Br12,H I,16411.692,12.7485393,13.50400193,16205.0,4-12,,,E1,NIST,,16407.209616402488,H I,"H I$\,\lambda16412$",58,0.0018289027149321266
Br11,H I,16811.129,12.7485393,13.48605194,25565.0,4-11,,,E1,NIST,,16806.537972557617,H I,"H I$\,\lambda16811$",58,0.00238433257918552
Br10,H I,17366.868,12.7485393,13.46245155,42347.0,4-10,,,E1,NIST,,17362.125798492103,H I,"H I$\,\lambda17367$",58,0.0031928733031674206
BrE,H I,18179.104,12.7485393,13.43055424,74593.0,4-9,,,E1,NIST,,18174.14081864415,H I,"H I$\,\lambda18179$",58,0.00442024886877828
PaA,H I,18756.096,12.0875052,12.7485393,8986000.0,3-4,,,E1,NIST,,18750.975819090214,H I,"H I$\,\lambda18756$",58,0.11826923076923077
BrD,H I,19450.89,12.7485393,13.38596103,142420.0,4-8,,,E1,NIST,,19445.58074492688,H I,"H I$\,\lambda19451$",58,0.006377262443438913
BrG,H I,21661.21,12.7485393,13.32091817,304150.0,4-7,,,E1,NIST,,21655.299125042606,H I,"H I$\,\lambda21661$",58,0.009714366515837104
Pf20,H I,24313.62,13.0545017,13.56443886,975.11,5-20,,,E1,NIST,,24306.98697941394,H I,"H I$\,\lambda24314$",58,0.00022539592760180996
Pf19,H I,24490.0,13.0545017,13.56076619,1268.3,5-19,,,E1,NIST,,24483.31895219153,H I,"H I$\,\lambda24490$",58,0.0002630090497737557
Pf18,H I,24699.88,13.0545017,13.55646454,1674.7,5-18,,,E1,NIST,,24693.14180226868,H I,"H I$\,\lambda24700$",58,0.0003093891402714932
Pf17,H I,24952.545,13.0545017,13.55138166,2249.0,5-17,,,E1,NIST,,24945.738000878064,H I,"H I$\,\lambda24953$",58,0.0003676470588235294
Pf16,H I,25260.91,13.0545017,13.54531624,3078.8,5-16,,,E1,NIST,,25254.019030507377,H I,"H I$\,\lambda25261$",58,0.0004417420814479638
Pf15,H I,25643.27,13.0545017,13.53799772,4308.4,5-15,,,E1,NIST,,25636.274908160023,H I,"H I$\,\lambda25643$",58,0.0005370475113122172
Pf14,H I,26126.48,13.0545017,13.52905552,6184.8,5-14,,,E1,NIST,,26119.35331904047,H I,"H I$\,\lambda26126$",58,0.0006620475113122172
BrB,H I,26258.68,12.7485393,13.22070389,771100.0,4-6,,,E1,NIST,,26251.517317248457,H I,"H I$\,\lambda26259$",58,0.015879524886877827
Pf13,H I,26751.31,13.0545017,13.51797128,9148.1,5-13,,,E1,NIST,,26744.013157608813,H I,"H I$\,\lambda26751$",58,0.0008294683257918552
Pf12,H I,27582.68,13.0545017,13.50400193,14024.0,5-12,,,E1,NIST,,27575.156738978803,H I,"H I$\,\lambda27583$",58,0.0010591063348416288
Pf11,H I,28729.96,13.0545017,13.48605194,22460.0,5-11,,,E1,NIST,,28722.12426767189,H I,"H I$\,\lambda28730$",58,0.001382918552036199
PfE,H I,30392.02,13.0545017,13.46245155,37999.0,5-10,,,E1,NIST,,30383.731561896962,H I,"H I$\,\lambda30392$",58,0.0018557692307692305
PfD,H I,32969.91,13.0545017,13.43055424,69078.0,5-9,,,E1,NIST,,32960.919347350704,H I,"H I$\,\lambda32970$",58,0.002574660633484163
PfG,H I,37405.55,13.0545017,13.38596103,138770.0,5-8,,,E1,NIST,,37395.350956150425,H I,"H I$\,\lambda37406$",58,0.0037217194570135746
BrA,H I,40522.69,12.7485393,13.0545017,2699300.0,4-5,,,E1,NIST,,40511.641688569835,H I,"H I$\,\lambda40523$",58,0.02801470588235294
PfB,H I,46537.74,13.0545017,13.32091817,325280.0,5-7,,,E1,NIST,,46525.05276340322,H I,"H I$\,\lambda46538$",58,0.005656108597285068
PfA,H I,74598.4,13.0545017,13.22070389,1025400.0,5-6,,,E1,NIST,,74578.06601318033,H I,"H I$\,\lambda74598$",58,0.008914027149321267
