--------------------------------------------------------------------------------------------------------------------------
    Wl_vac      Wl_air   log_gf   A-Value   Elem. Element E_lower_lev.   J   Config.    E_upper_lev.   J   Config.    Ref.
     / nm        / nm              / 1/s   (Code) (Name)      / eV     lower lower          / eV     upper upper          
   248.1583    248.0834  -3.375 9.135e+04  22.00 Ti I        0.021094   3.0 s2 a3F         5.017267   2.0 s2 4p v3P  K    
   248.8840    248.8089  -4.991 9.994e+02  22.00 Ti I        0.848420   5.0 (4F)4s a5F     5.830027   5.0 (2F)4p s3G K    
   249.1726    249.0974  -3.149 1.089e+05  22.00 Ti I        0.021094   3.0 s2 a3F         4.996930   3.0 a2D)4p w1F K    
   249.8295    249.7542  -4.513 4.685e+03  22.00 Ti I        1.066554   2.0 s2 a3P         6.029307   3.0 s2F)5p 3F  K    
   249.8343    249.7590  -4.120 1.158e+04  22.00 Ti I        0.899549   2.0 s2 a1D         5.862207   3.0 (2F)4p p3F K    
   250.1992    250.1238  -2.681 4.442e+05  22.00 Ti I        1.052926   1.0 s2 a3P         6.008346   2.0 s2F)5p 3F  K    
   250.3757    250.3003  -2.289 7.813e+05  22.00 Ti I        1.066554   2.0 s2 a3P         6.018479   3.0 s2F)5p 3G  K    
   250.4247    250.3493  -3.888 2.753e+04  22.00 Ti I        0.899549   2.0 s2 a1D         5.850506   2.0 (2F)4p p3F K    
   250.5256    250.4501  -2.738 2.775e+05  22.00 Ti I        0.047966   4.0 s2 a3F         4.996930   3.0 a2D)4p w1F K    
   250.8892    250.8136  -3.046 1.906e+05  22.00 Ti I        1.066554   2.0 s2 a3P         6.008346   2.0 s2F)5p 3F  K    
   251.4927    251.4170  -3.242 8.629e+04  22.00 Ti I        1.066554   2.0 s2 a3P         5.996486   3.0 (2F)4p u1F K    
   251.7913    251.7155  -3.156 1.049e+05  22.00 Ti I        0.000000   2.0 s2 a3F         4.924086   3.0 a2D)4p s3D K    
   251.9783    251.9025  -1.550 5.921e+06  22.00 Ti I        0.000000   2.0 s2 a3F         4.920432   2.0 a2D)4p s3D MFW  
   252.1299    252.0541  -0.960 3.835e+07  22.00 Ti I        0.000000   2.0 s2 a3F         4.917471   1.0 a2D)4p s3D MFW  
   252.8745    252.7985  -1.340 6.811e+06  22.00 Ti I        0.021094   3.0 s2 a3F         4.924086   3.0 a2D)4p s3D MFW  
   253.0632    252.9871  -0.740 3.791e+07  22.00 Ti I        0.021094   3.0 s2 a3F         4.920432   2.0 a2D)4p s3D MFW  
   254.2681    254.1918  -0.540 4.251e+07  22.00 Ti I        0.047966   4.0 s2 a3F         4.924086   3.0 a2D)4p s3D MFW  
   254.6744    254.5980  -3.639 4.723e+04  22.00 Ti I        0.000000   2.0 s2 a3F         4.868341   2.0 s2 4p w1D  K    
   255.7212    255.6445  -1.466 1.163e+07  22.00 Ti I        0.899549   2.0 s2 a1D         5.747962   1.0 (2P)4p 1P  K    
   255.7827    255.7060  -1.396 8.192e+06  22.00 Ti I        0.021094   3.0 s2 a3F         4.868341   2.0 s2 4p w1D  K    
   255.9001    255.8234  -3.222 2.036e+05  22.00 Ti I        0.000000   2.0 s2 a3F         4.845023   1.0 a2D)4p x1P K    
   256.7669    256.6900  -4.310 5.506e+03  22.00 Ti I        0.021094   3.0 s2 a3F         4.849761   4.0 (2H)4p x3H K    
   257.8026    257.7254  -3.787 1.821e+04  22.00 Ti I        0.021094   3.0 s2 a3F         4.830363   4.0 (2G)4p x1G K    
   257.9631    257.8859  -3.955 1.011e+04  22.00 Ti I        0.047966   4.0 s2 a3F         4.854242   5.0 (2H)4p x3H K    
   257.9657    257.8885  -2.781 2.371e+05  22.00 Ti I        0.000000   2.0 s2 a3F         4.806228   3.0 (2P)4p t3D K    
   258.2039    258.1266  -4.494 3.564e+03  22.00 Ti I        0.047966   4.0 s2 a3F         4.849761   4.0 (2H)4p x3H K    
   258.3992    258.3219  -1.284 1.039e+07  22.00 Ti I        0.000000   2.0 s2 a3F         4.798164   2.0 (2P)4p t3D K    
   258.4307    258.3534  -3.844 2.861e+04  22.00 Ti I        1.052926   1.0 s2 a3P         5.850506   2.0 (2F)4p p3F K    
   258.5345    258.4572  -4.751 2.529e+03  22.00 Ti I        1.066554   2.0 s2 a3P         5.862207   3.0 (2F)4p p3F K    
   258.7050    258.6276  -0.659 7.284e+07  22.00 Ti I        0.000000   2.0 s2 a3F         4.792494   1.0 (2P)4p t3D K    
   259.1029    259.0254  -1.480 4.700e+06  22.00 Ti I        0.021094   3.0 s2 a3F         4.806228   3.0 (2P)4p t3D MFW  
   259.1669    259.0894  -3.979 2.084e+04  22.00 Ti I        1.066554   2.0 s2 a3P         5.850506   2.0 (2F)4p p3F K    
   259.2512    259.1737  -3.676 2.325e+04  22.00 Ti I        0.047966   4.0 s2 a3F         4.830363   4.0 (2G)4p x1G K    
   259.4417    259.3641  -1.310 6.933e+06  22.00 Ti I        0.000000   2.0 s2 a3F         4.778886   3.0 (2G)4p t3F MFW  
   259.5403    259.4627  -0.555 5.518e+07  22.00 Ti I        0.021094   3.0 s2 a3F         4.798164   2.0 (2P)4p t3D K    
   259.7363    259.6587  -1.200 6.931e+06  22.00 Ti I        0.021094   3.0 s2 a3F         4.794558   4.0 (2G)4p t3F MFW  
   259.9852    259.9075  -3.979 1.480e+04  22.00 Ti I        0.835995   4.0 (4F)4s a5F     5.604890   3.0 (4F)5p n3D K    
   260.0692    259.9915  -0.470 6.683e+07  22.00 Ti I        0.000000   2.0 s2 a3F         4.767355   2.0 (2G)4p t3F MFW  
   260.3968    260.3190  -3.993 1.999e+04  22.00 Ti I        0.825859   3.0 (4F)4s a5F     5.587216   2.0 (4F)5p n3D K    
   260.5661    260.4883  -0.372 5.959e+07  22.00 Ti I        0.047966   4.0 s2 a3F         4.806228   3.0 (2P)4p t3D K    
   260.5918    260.5140  -0.340 6.414e+07  22.00 Ti I        0.021094   3.0 s2 a3F         4.778886   3.0 (2G)4p t3F MFW  
   260.6295    260.5517  -4.112 6.897e+03  22.00 Ti I        0.848420   5.0 (4F)4s a5F     5.605524   5.0 (4F)5p 3G  K    
   260.6355    260.5577  -4.360 1.429e+04  22.00 Ti I        0.818142   2.0 (4F)4s a5F     5.575138   1.0 (4F)5p n3D K    
   260.7225    260.6446  -4.262 5.964e+03  22.00 Ti I        0.835995   4.0 (4F)4s a5F     5.591404   4.0 (4F)5p 3G  K    
   260.8196    260.7417  -4.795 2.246e+03  22.00 Ti I        0.825859   3.0 (4F)4s a5F     5.579497   3.0 (4F)5p 3G  K    
   261.1089    261.0309  -4.463 3.743e+03  22.00 Ti I        0.835995   4.0 (4F)4s a5F     5.584367   4.0 (4F)5p q3F K    
   261.2068    261.1288  -0.230 6.396e+07  22.00 Ti I        0.047966   4.0 s2 a3F         4.794558   4.0 (2G)4p t3F MFW  
   261.2250    261.1470  -0.770 3.320e+07  22.00 Ti I        0.021094   3.0 s2 a3F         4.767355   2.0 (2G)4p t3F MFW  
   261.3561    261.2781  -4.364 6.033e+03  22.00 Ti I        0.825859   3.0 (4F)4s a5F     5.569739   3.0 (4F)5p q3F K    
   261.3769    261.2989  -4.977 1.471e+03  22.00 Ti I        0.835995   4.0 (4F)4s a5F     5.579497   3.0 (4F)5p 3G  K    
   261.5345    261.4564  -4.585 5.071e+03  22.00 Ti I        0.818142   2.0 (4F)4s a5F     5.558787   2.0 (4F)5p q3F K    
   261.7939    261.7158  -4.167 7.361e+03  22.00 Ti I        0.848420   5.0 (4F)4s a5F     5.584367   4.0 (4F)5p q3F K    
   262.0583    261.9801  -3.051 1.234e+05  22.00 Ti I        0.000000   2.0 s2 a3F         4.731170   3.0 (3P)sp u3D K    
   262.0721    261.9939  -0.830 2.052e+07  22.00 Ti I        0.047966   4.0 s2 a3F         4.778886   3.0 (2G)4p t3F MFW  
   262.3084    262.2302  -2.661 3.023e+05  22.00 Ti I        1.066554   2.0 s2 a3P         5.793211   3.0 (2F)4p s3G K    
   263.2319    263.1534  -0.900 1.731e+07  22.00 Ti I        0.021094   3.0 s2 a3F         4.731170   3.0 (3P)sp u3D MFW  
   263.3201    263.2416  -0.860 2.656e+07  22.00 Ti I        0.000000   2.0 s2 a3F         4.708497   2.0 (3P)sp u3D MFW  
   263.4967    263.4182  -3.419 5.230e+04  22.00 Ti I        0.899549   2.0 s2 a1D         5.604890   3.0 (4F)5p n3D K    
   263.6865    263.6079  -1.054 2.824e+07  22.00 Ti I        1.046007   0.0 s2 a3P         5.747962   1.0 (2P)4p 1P  K    
   263.6949    263.6163  -2.290 9.839e+05  22.00 Ti I        0.899549   2.0 s2 a1D         5.601354   2.0 t3P        K    
   263.7363    263.6577  -3.974 1.131e+04  22.00 Ti I        0.825859   3.0 (4F)4s a5F     5.526926   4.0 (4F)5p 5D  K    
   264.0294    263.9507  -3.584 3.562e+04  22.00 Ti I        0.818142   2.0 (4F)4s a5F     5.513992   3.0 (4F)5p 5D  K    
   264.0751    263.9964  -1.097 2.550e+07  22.00 Ti I        1.052926   1.0 s2 a3P         5.747962   1.0 (2P)4p 1P  K    
   264.1882    264.1095  -0.250 1.791e+08  22.00 Ti I        0.000000   2.0 s2 a3F         4.693025   1.0 (3P)sp u3D MFW  
   264.3045    264.2258  -1.989 3.264e+06  22.00 Ti I        0.899549   2.0 s2 a1D         5.590510   1.0 t3P        K    
   264.3062    264.2275  -2.565 2.888e+05  22.00 Ti I        0.835995   4.0 (4F)4s a5F     5.526926   4.0 (4F)5p 5D  K    
   264.3231    264.2444  -3.475 6.396e+04  22.00 Ti I        0.812944   1.0 (4F)4s a5F     5.503574   2.0 (4F)5p 5D  K    
   264.4639    264.3851  -2.376 5.732e+05  22.00 Ti I        0.825859   3.0 (4F)4s a5F     5.513992   3.0 (4F)5p 5D  K    
   264.4902    264.4114  -3.729 3.559e+04  22.00 Ti I        0.899549   2.0 s2 a1D         5.587216   2.0 (4F)5p n3D K    
   264.5051    264.4263  -0.130 1.413e+08  22.00 Ti I        0.021094   3.0 s2 a3F         4.708497   2.0 (3P)sp u3D MFW  
   264.6164    264.5376  -2.346 8.589e+05  22.00 Ti I        0.818142   2.0 (4F)4s a5F     5.503574   2.0 (4F)5p 5D  K    
   264.7277    264.6489  -2.458 1.105e+06  22.00 Ti I        0.812944   1.0 (4F)4s a5F     5.496404   1.0 (4F)5p 5D  K    
   264.7423    264.6635   0.040 1.491e+08  22.00 Ti I        0.047966   4.0 s2 a3F         4.731170   3.0 (3P)sp u3D MFW  
   264.8438    264.7650  -0.914 3.864e+07  22.00 Ti I        1.066554   2.0 s2 a3P         5.747962   1.0 (2P)4p 1P  K    
   264.9265    264.8476  -3.891 1.745e+04  22.00 Ti I        0.899549   2.0 s2 a1D         5.579497   3.0 (4F)5p 3G  K    
   264.9342    264.8553  -2.370 4.054e+06  22.00 Ti I        0.812944   1.0 (4F)4s a5F     5.492755   0.0 (4F)5p 5D  K    
   264.9431    264.8642  -2.261 7.443e+05  22.00 Ti I        0.000000   2.0 s2 a3F         4.679655   3.0 a2D)4p u3F K    
   265.0081    264.9292  -1.454 3.710e+06  22.00 Ti I        0.848420   5.0 (4F)4s a5F     5.526926   4.0 (4F)5p 5D  K    
   265.0095    264.9306  -2.640 1.978e+05  22.00 Ti I        0.835995   4.0 (4F)4s a5F     5.514477   5.0 (4F)5p 5F  K    
   265.0219    264.9430  -2.036 2.914e+06  22.00 Ti I        0.818142   2.0 (4F)4s a5F     5.496404   1.0 (4F)5p 5D  K    
   265.0369    264.9580  -1.611 3.322e+06  22.00 Ti I        0.835995   4.0 (4F)4s a5F     5.513992   3.0 (4F)5p 5D  K    
   265.0529    264.9740  -1.795 3.044e+06  22.00 Ti I        0.825859   3.0 (4F)4s a5F     5.503574   2.0 (4F)5p 5D  K    
   265.1734    265.0945  -3.593 8.071e+04  22.00 Ti I        0.899549   2.0 s2 a1D         5.575138   1.0 (4F)5p n3D K    
   265.1929    265.1140  -2.446 3.774e+05  22.00 Ti I        0.825859   3.0 (4F)4s a5F     5.501105   4.0 (4F)5p 5F  K    
   265.3543    265.2753  -2.814 2.077e+05  22.00 Ti I        0.818142   2.0 (4F)4s a5F     5.490544   3.0 (4F)5p 5F  K    
   265.3766    265.2976  -2.564 2.872e+05  22.00 Ti I        0.021094   3.0 s2 a3F         4.693104   4.0 a2D)4p u3F K    
   265.4800    265.4010  -4.742 2.449e+03  22.00 Ti I        0.899549   2.0 s2 a1D         5.569739   3.0 (4F)5p q3F K    
   265.4943    265.4153  -2.600 4.754e+05  22.00 Ti I        0.812944   1.0 (4F)4s a5F     5.482882   2.0 (4F)5p 5F  K    
   265.5712    265.4922  -3.482 6.234e+04  22.00 Ti I        0.000000   2.0 s2 a3F         4.668586   2.0 a2D)4p u3F K    
   265.7112    265.6321  -2.664 2.926e+05  22.00 Ti I        0.818142   2.0 (4F)4s a5F     5.484270   3.0 s4F)5p o3D K    
   265.7152    265.6361  -1.630 2.013e+06  22.00 Ti I        0.848420   5.0 (4F)4s a5F     5.514477   5.0 (4F)5p 5F  K    
   265.7261    265.6470  -4.403 3.395e+03  22.00 Ti I        0.835995   4.0 (4F)4s a5F     5.501861   5.0 s4F)5p t3G K    
   265.7691    265.6900  -1.765 1.802e+06  22.00 Ti I        0.835995   4.0 (4F)4s a5F     5.501105   4.0 (4F)5p 5F  K    
   265.7732    265.6941  -2.256 1.746e+06  22.00 Ti I        0.812944   1.0 (4F)4s a5F     5.477981   1.0 (4F)5p 5F  K    
   265.7902    265.7111  -2.119 1.436e+06  22.00 Ti I        0.818142   2.0 (4F)4s a5F     5.482882   2.0 (4F)5p 5F  K    
   265.7933    265.7142  -2.276 7.144e+05  22.00 Ti I        0.825859   3.0 (4F)4s a5F     5.490544   3.0 (4F)5p 5F  K    
   265.7979    265.7188  -1.620 3.235e+06  22.00 Ti I        0.000000   2.0 s2 a3F         4.664605   3.0 s2 4p x1F  MFW  
   265.9396    265.8605  -4.078 2.627e+04  22.00 Ti I        0.899549   2.0 s2 a1D         5.561668   1.0 (4P)4p w3S K    
   265.9851    265.9060  -4.668 2.250e+03  22.00 Ti I        0.825859   3.0 (4F)4s a5F     5.487181   4.0 s4F)5p t3G K    
   266.0697    265.9906  -2.805 4.921e+05  22.00 Ti I        0.818142   2.0 (4F)4s a5F     5.477981   1.0 (4F)5p 5F  K    
   266.1041    266.0249  -2.792 3.041e+05  22.00 Ti I        0.899549   2.0 s2 a1D         5.558787   2.0 (4F)5p q3F K    
   266.1427    266.0635  -2.841 1.940e+05  22.00 Ti I        0.021094   3.0 s2 a3F         4.679655   3.0 a2D)4p u3F K    
   266.1513    266.0721  -2.184 8.806e+05  22.00 Ti I        0.825859   3.0 (4F)4s a5F     5.484270   3.0 s4F)5p o3D K    
   266.1862    266.1070  -4.233 1.101e+04  22.00 Ti I        1.429756   2.0 (4F)4s b3F     6.087556   2.0 s2F)5p 3D  K    
   266.2306    266.1514  -2.763 3.248e+05  22.00 Ti I        0.825859   3.0 (4F)4s a5F     5.482882   2.0 (4F)5p 5F  K    
   266.2757    266.1965  -1.180 8.879e+06  22.00 Ti I        0.000000   2.0 s2 a3F         4.656233   3.0 (2G)4p v3G MFW  
   266.3219    266.2427  -1.997 3.156e+06  22.00 Ti I        1.429756   2.0 (4F)4s b3F     6.085183   1.0 s2F)5p 3D  K    
   266.3721    266.2929  -4.158 9.334e+03  22.00 Ti I        0.835995   4.0 (4F)4s a5F     5.490544   3.0 (4F)5p 5F  K    
   266.4355    266.3563  -3.108 6.661e+04  22.00 Ti I        0.848420   5.0 (4F)4s a5F     5.501861   5.0 s4F)5p t3G K    
   266.4788    266.3996  -3.040 9.518e+04  22.00 Ti I        0.848420   5.0 (4F)4s a5F     5.501105   4.0 (4F)5p 5F  K    
   266.5037    266.4245  -4.206 1.169e+04  22.00 Ti I        0.812944   1.0 (4F)4s a5F     5.465194   2.0 s4F)5p o3D K    
   266.5648    266.4855  -3.611 2.554e+04  22.00 Ti I        0.835995   4.0 (4F)4s a5F     5.487181   4.0 s4F)5p t3G K    
   266.7052    266.6259  -4.332 6.237e+03  22.00 Ti I        0.825859   3.0 (4F)4s a5F     5.474596   3.0 s4F)5p t3G K    
   266.7317    266.6524  -2.697 2.691e+05  22.00 Ti I        0.835995   4.0 (4F)4s a5F     5.484270   3.0 s4F)5p o3D K    
   266.7765    266.6972  -1.763 3.235e+06  22.00 Ti I        0.021094   3.0 s2 a3F         4.668586   2.0 a2D)4p u3F K    
   266.8019    266.7226  -3.893 2.398e+04  22.00 Ti I        0.818142   2.0 (4F)4s a5F     5.465194   2.0 s4F)5p o3D K    
   266.9117    266.8324  -2.490 3.366e+05  22.00 Ti I        0.047966   4.0 s2 a3F         4.693104   4.0 a2D)4p u3F K    
   266.9540    266.8746  -3.647 4.220e+04  22.00 Ti I        1.443153   3.0 (4F)4s b3F     6.087556   2.0 s2F)5p 3D  K    
   267.0053    266.9259  -2.865 1.824e+05  22.00 Ti I        0.021094   3.0 s2 a3F         4.664605   3.0 s2 4p x1F  K    
   267.0387    266.9593  -1.010 1.016e+07  22.00 Ti I        0.021094   3.0 s2 a3F         4.664024   4.0 (2G)4p v3G MFW  
   267.2447    267.1653  -3.972 3.320e+04  22.00 Ti I        0.812944   1.0 (4F)4s a5F     5.452294   1.0 s4F)5p o3D K    
   267.2456    267.1662  -3.347 8.401e+04  22.00 Ti I        0.825859   3.0 (4F)4s a5F     5.465194   2.0 s4F)5p o3D K    
   267.2787    267.1993  -4.946 1.175e+03  22.00 Ti I        0.848420   5.0 (4F)4s a5F     5.487181   4.0 s4F)5p t3G K    
   267.4875    267.4080  -2.809 2.067e+05  22.00 Ti I        0.021094   3.0 s2 a3F         4.656233   3.0 (2G)4p v3G K    
   267.5445    267.4650  -3.766 5.324e+04  22.00 Ti I        0.818142   2.0 (4F)4s a5F     5.452294   1.0 s4F)5p o3D K    
   267.5691    267.4896  -3.092 1.077e+05  22.00 Ti I        1.460138   4.0 (4F)4s b3F     6.093864   3.0 s2F)5p 3D  K    
   267.6868    267.6073  -1.779 2.212e+06  22.00 Ti I        0.047966   4.0 s2 a3F         4.679655   3.0 a2D)4p u3F K    
   267.9141    267.8345  -3.638 4.277e+04  22.00 Ti I        0.000000   2.0 s2 a3F         4.627760   2.0 a2D)4p w3P K    
   268.0717    267.9921  -0.820 1.277e+07  22.00 Ti I        0.047966   4.0 s2 a3F         4.673005   5.0 (2G)4p v3G MFW  
   268.1195    268.0399  -2.638 1.643e+05  22.00 Ti I        0.848420   5.0 (4F)4s a5F     5.472634   6.0 (4F)5p 5G  K    
   268.1792    268.0996  -2.690 1.721e+05  22.00 Ti I        0.835995   4.0 (4F)4s a5F     5.459178   5.0 (4F)5p 5G  K    
   268.2427    268.1630  -2.782 1.701e+05  22.00 Ti I        0.825859   3.0 (4F)4s a5F     5.447951   4.0 (4F)5p 5G  K    
   268.3160    268.2363  -2.915 1.610e+05  22.00 Ti I        0.818142   2.0 (4F)4s a5F     5.438970   3.0 (4F)5p 5G  K    
   268.4037    268.3240  -3.085 1.523e+05  22.00 Ti I        0.812944   1.0 (4F)4s a5F     5.432262   2.0 (4F)5p 5G  K    
   268.5595    268.4798  -2.575 3.515e+05  22.00 Ti I        0.047966   4.0 s2 a3F         4.664605   3.0 s2 4p x1F  K    
   268.5932    268.5135  -2.720 1.957e+05  22.00 Ti I        0.047966   4.0 s2 a3F         4.664024   4.0 (2G)4p v3G K    
   268.6873    268.6075  -4.634 3.066e+03  22.00 Ti I        0.899549   2.0 s2 a1D         5.513992   3.0 (4F)5p 5D  K    
   268.7061    268.6263  -3.953 2.059e+04  22.00 Ti I        0.818142   2.0 (4F)4s a5F     5.432262   2.0 (4F)5p 5G  K    
   268.7649    268.6851  -3.947 1.490e+04  22.00 Ti I        0.825859   3.0 (4F)4s a5F     5.438970   3.0 (4F)5p 5G  K    
   268.8321    268.7523  -4.181 6.760e+03  22.00 Ti I        0.835995   4.0 (4F)4s a5F     5.447951   4.0 (4F)5p 5G  K    
   268.9019    268.8221  -4.705 1.654e+03  22.00 Ti I        0.848420   5.0 (4F)4s a5F     5.459178   5.0 (4F)5p 5G  K    
   269.0125    268.9327  -3.060 2.676e+05  22.00 Ti I        0.000000   2.0 s2 a3F         4.608863   1.0 a2D)4p w3P K    
   269.0474    268.9675  -1.138 9.580e+06  22.00 Ti I        0.047966   4.0 s2 a3F         4.656233   3.0 (2G)4p v3G K    
   269.1408    269.0609  -2.719 3.517e+05  22.00 Ti I        0.021094   3.0 s2 a3F         4.627760   2.0 a2D)4p w3P K    
   269.2910    269.2111  -2.194 6.538e+05  22.00 Ti I        1.443153   3.0 (4F)4s b3F     6.047250   4.0 s2F)5p 3F  K    
   269.2952    269.2153  -4.635 4.263e+03  22.00 Ti I        0.899549   2.0 s2 a1D         5.503574   2.0 (4F)5p 5D  K    
   269.5560    269.4760  -2.414 3.217e+05  22.00 Ti I        1.460138   4.0 (4F)4s b3F     6.059710   5.0 s2F)5p 3G  K    
   269.5572    269.4772  -2.310 6.423e+05  22.00 Ti I        1.429756   2.0 (4F)4s b3F     6.029307   3.0 s2F)5p 3F  K    
   269.7152    269.6352  -4.661 6.671e+03  22.00 Ti I        0.899549   2.0 s2 a1D         5.496404   1.0 (4F)5p 5D  K    
   269.9454    269.8653  -3.144 7.300e+04  22.00 Ti I        1.443153   3.0 (4F)4s b3F     6.036089   4.0 s2F)5p 3G  K    
   270.0372    269.9571  -2.681 2.724e+05  22.00 Ti I        1.502489   4.0 s2 a1G         6.093864   3.0 s2F)5p 3D  K    
   270.0595    269.9794  -2.764 2.250e+05  22.00 Ti I        0.899549   2.0 s2 a1D         5.490544   3.0 (4F)5p 5F  K    
   270.1932    270.1131  -2.943 1.488e+05  22.00 Ti I        1.429756   2.0 (4F)4s b3F     6.018479   3.0 s2F)5p 3G  K    
   270.2882    270.2080  -3.250 5.705e+04  22.00 Ti I        1.460138   4.0 (4F)4s b3F     6.047250   4.0 s2F)5p 3F  K    
   270.3446    270.2644  -3.491 4.209e+04  22.00 Ti I        1.443153   3.0 (4F)4s b3F     6.029307   3.0 s2F)5p 3F  K    
   270.4291    270.3489  -2.964 1.416e+05  22.00 Ti I        0.899549   2.0 s2 a1D         5.484270   3.0 s4F)5p o3D K    
   270.7912    270.7109  -1.688 3.732e+06  22.00 Ti I        1.429756   2.0 (4F)4s b3F     6.008346   2.0 s2F)5p 3F  K    
   270.8006    270.7203  -3.938 3.497e+04  22.00 Ti I        0.899549   2.0 s2 a1D         5.477981   1.0 (4F)5p 5F  K    
   270.9474    270.8671  -1.480 3.343e+06  22.00 Ti I        1.460138   4.0 (4F)4s b3F     6.036089   4.0 s2F)5p 3G  K    
   270.9843    270.9040  -1.525 3.874e+06  22.00 Ti I        1.443153   3.0 (4F)4s b3F     6.018479   3.0 s2F)5p 3G  K    
   271.0009    270.9206  -3.951 1.452e+04  22.00 Ti I        0.899549   2.0 s2 a1D         5.474596   3.0 s4F)5p t3G K    
   271.3496    271.2692  -3.804 2.032e+04  22.00 Ti I        1.460138   4.0 (4F)4s b3F     6.029307   3.0 s2F)5p 3F  K    
   271.5591    271.4786  -2.928 2.135e+05  22.00 Ti I        0.899549   2.0 s2 a1D         5.465194   2.0 s4F)5p o3D K    
   271.5859    271.5054  -3.247 1.024e+05  22.00 Ti I        1.443153   3.0 (4F)4s b3F     6.008346   2.0 s2F)5p 3F  K    
   271.9942    271.9136  -3.407 5.046e+04  22.00 Ti I        1.460138   4.0 (4F)4s b3F     6.018479   3.0 s2F)5p 3G  K    
   272.0610    271.9804  -2.807 1.278e+05  22.00 Ti I        1.502489   4.0 s2 a1G         6.059710   5.0 s2F)5p 3G  K    
   272.2932    272.2126  -4.329 6.025e+03  22.00 Ti I        1.443153   3.0 (4F)4s b3F     5.996486   3.0 (2F)4p u1F K    
   272.3284    272.2478  -2.338 1.377e+06  22.00 Ti I        0.899549   2.0 s2 a1D         5.452294   1.0 s4F)5p o3D K    
   272.5869    272.5062  -0.455 6.297e+07  22.00 Ti I        1.052926   1.0 s2 a3P         5.601354   2.0 t3P        K    
   272.8069    272.7261  -2.826 1.487e+05  22.00 Ti I        1.502489   4.0 s2 a1G         6.047250   4.0 s2F)5p 3F  K    
   272.8224    272.7416  -0.707 5.865e+07  22.00 Ti I        1.046007   0.0 s2 a3P         5.590510   1.0 t3P        K    
   273.1931    273.1122  -1.297 6.443e+06  22.00 Ti I        1.066554   2.0 s2 a3P         5.604890   3.0 (4F)5p n3D K    
   273.2384    273.1575  -0.855 4.158e+07  22.00 Ti I        1.052926   1.0 s2 a3P         5.590510   1.0 t3P        K    
   273.3128    273.2319  -0.300 6.393e+07  22.00 Ti I        1.460138   4.0 (4F)4s b3F     5.996486   3.0 (2F)4p u1F K    
   273.4061    273.3252   0.020 1.869e+08  22.00 Ti I        1.066554   2.0 s2 a3P         5.601354   2.0 t3P        MFW  
